iter	RMSE
547	0.9377784365
548	0.9364723598
549	0.9352612597
550	0.9338109616
551	0.9325477019
552	0.9310109574
553	0.9296874844
554	0.9282421838
555	0.9275501661
556	0.9261977333
557	0.9247161887
558	0.9238968104
559	0.9224791635
560	0.9212842652
561	0.9200900742
562	0.9191347315
563	0.9180478388
564	0.9167283441
565	0.9158950137
566	0.9149856975
567	0.9138796656
568	0.9130482295
569	0.9121059014
570	0.9117598672
571	0.9108180329
572	0.9104077495
573	0.9088157894
574	0.9078469032
575	0.9071388707
576	0.9066968787
577	0.9062922863
578	0.9060254812
579	0.9049070091
580	0.9034508768
581	0.9027217353
582	0.9013900129
583	0.8998406169
584	0.8985672212
585	0.8975286667
586	0.8965140293
587	0.8954890172
588	0.8940995933
589	0.8930321852
590	0.8918958098
591	0.8907244988
592	0.8895536021
593	0.8882323649
594	0.8873339164
595	0.8864176263
596	0.8860250141
597	0.8845693632
598	0.8834951443
599	0.8832957862
600	0.8817214388
601	0.8808987991
602	0.8808634824
603	0.8799893752
604	0.8787508913
605	0.8776575562
606	0.8762814997
607	0.8758392744
608	0.8745031574
609	0.873299215
610	0.8724986153
611	0.871708728
612	0.8714777079
613	0.8695730348
614	0.8682764702
615	0.8672713354
616	0.8662129011
617	0.8651984198
618	0.8642663463
619	0.8635381961
620	0.8623926034
621	0.8615980291
622	0.8604061041
623	0.8593198356
624	0.8581318096
625	0.8570235824
626	0.8558964007
627	0.8551374532
628	0.8541798682
629	0.8527583848
630	0.8525781961
631	0.8513093295
632	0.8502819097
633	0.8497030655
634	0.8490674354
635	0.8480605055
636	0.8473100866
637	0.8462902546
638	0.8453447757
639	0.8445661945
640	0.8432568464
641	0.84213948
642	0.8414126961
643	0.8401293271
644	0.8397923161
645	0.8386687679
646	0.8375381525
647	0.8366031279
648	0.8356773506
649	0.8349522021
650	0.8344356578
651	0.8332069636
652	0.8317203666
653	0.8305665248
654	0.8300303611
655	0.8287036664
656	0.8282314623
657	0.8269818176
658	0.826935946
659	0.8260708747
660	0.8253459073
661	0.8241538602
662	0.8229965438
663	0.8222905287
664	0.8215077628
665	0.8207472548
666	0.8201258567
667	0.8192486271
668	0.8181070316
669	0.817887231
670	0.8178444626
671	0.8168116783
672	0.8155453292
673	0.8146001796
674	0.8138730791
675	0.8131486932
676	0.8121816461
677	0.8114454487
678	0.8104271263
679	0.8091975067
680	0.8086070164
681	0.8079591843
682	0.8071864536
683	0.8068437236
684	0.8058562047
685	0.8046379506
686	0.8038500547
687	0.8031723306
688	0.8027876539
689	0.8021774041
690	0.8015102432
691	0.8010848948
692	0.8000846935
693	0.7991044445
694	0.7981690842
695	0.797234629
696	0.7958340092
697	0.7950596324
698	0.7934611505
699	0.7929561248
700	0.7920783923
701	0.7914003536
702	0.7906123534
703	0.7892510323
704	0.7884617082
705	0.7878438373
706	0.7875366089
707	0.7864452458
708	0.785598091
709	0.7848231663
710	0.7842187848
711	0.7837969072
712	0.7833100171
713	0.782570111
714	0.7819008171
715	0.7812866822
716	0.7806399068
717	0.7799675711
718	0.7794373566
719	0.778455327
720	0.7776311958
721	0.776517734
722	0.7761560991
723	0.7753171863
724	0.7746943468
725	0.7740050594
726	0.7732594676
727	0.7717532143
728	0.7708587788
729	0.7702212624
730	0.7694970407
731	0.7687334304
732	0.7677093353
733	0.7672934966
734	0.7660610275
735	0.7653284924
736	0.7645071516
737	0.7640076348
738	0.7633418261
739	0.7626825141
740	0.7619931833
741	0.7613926141
742	0.7603635426
743	0.759358082
744	0.7586548402
745	0.7577735311
746	0.7564922895
747	0.7552681729
748	0.7545522255
749	0.7537153875
750	0.7529585709
751	0.7520110039
752	0.7512982707
753	0.7508589554
754	0.7502214079
755	0.7497880636
756	0.7487825318
757	0.7480878582
758	0.74728384
759	0.7465545295
760	0.7460002195
761	0.7453252747
762	0.7446001629
763	0.7438555427
764	0.7432565849
765	0.7427583813
766	0.7420129034
767	0.7413760926
768	0.7408326407
769	0.7401221805
770	0.7394584734
771	0.7384624864
772	0.7376653082
773	0.7367430993
774	0.736194886
775	0.7355947509
776	0.7351164886
777	0.7350955511
778	0.7347087653
779	0.7339459688
780	0.7333534187
781	0.732801644
782	0.7321959975
783	0.7317287199
784	0.7312631459
785	0.7306602945
786	0.7298957904
787	0.7292888445
788	0.729269462
789	0.7284700928
790	0.7278475653
791	0.7272218065
792	0.726490041
793	0.7256636638
794	0.7251884682
795	0.7244148487
796	0.7233413522
797	0.7226887758
798	0.7216394537
799	0.7209608709
800	0.7202152271
801	0.7199228367
802	0.7191963999
803	0.7179837901
804	0.7172339199
805	0.7167016241
806	0.716047588
807	0.7151953377
808	0.7147288275
809	0.7139586871
810	0.7131458796
811	0.7119670377
812	0.7114826173
813	0.7108476494
814	0.7101387481
815	0.7094146362
816	0.7085512054
817	0.7081405405
818	0.70761261
819	0.7070731376
820	0.706120978
821	0.7053616815
822	0.704458322
823	0.7036619197
824	0.703031976
825	0.7023309925
826	0.7015956687
827	0.7006310122
828	0.7001907707
829	0.6999097689
830	0.6993680067
831	0.6984259694
832	0.6974812895
833	0.6968246348
834	0.6960725963
835	0.6955096525
836	0.6945269055
837	0.6936417399
838	0.6929511526
839	0.6924129283
840	0.691927168
841	0.6914209744
842	0.6909526627
843	0.6903324217
844	0.6893325613
845	0.688477088
846	0.6878733781
847	0.6870457787
848	0.6865296041
849	0.6858059531
850	0.6853436983
851	0.6848531464
852	0.6846690728
853	0.6842269654
854	0.6835991404
855	0.6830661468
856	0.682692053
857	0.6821639679
858	0.6816401193
859	0.6810344256
860	0.6802993317
861	0.6796621139
862	0.6793662812
863	0.6790567516
864	0.6789756879
865	0.678911976
866	0.6784349952
867	0.6774955004
868	0.6768784848
869	0.6763817259
870	0.6757471062
871	0.6753334584
872	0.6747831662
873	0.6744194275
874	0.6735533371
875	0.6729746376
876	0.6725783019
877	0.6721594969
878	0.6713948824
879	0.6711399999
880	0.6703523268
881	0.6696561213
882	0.6691258983
883	0.6685897246
884	0.6679163849
885	0.6672453641
886	0.6669351564
887	0.6658235898
888	0.6647193878
889	0.6646243928
890	0.6639988674
891	0.6637436834
892	0.6632409525
893	0.6623875865
894	0.6619874838
895	0.661245732
896	0.660643718
897	0.6599896456
898	0.6595397617
899	0.6588957861
900	0.6585990372
901	0.6582529281
902	0.6573388882
903	0.6568411139
904	0.6559649659
905	0.6556788215
906	0.6553018876
907	0.6548212152
908	0.6538411377
909	0.6534361669
910	0.6525912443
911	0.6519990649
912	0.6512157843
913	0.650786491
914	0.6500237677
915	0.649442226
916	0.6488123867
917	0.6482416914
918	0.6477031962
919	0.6472386267
920	0.6463978232
921	0.6458898535
922	0.6449709053
923	0.6443132393
924	0.6435238038
925	0.6427819868
926	0.6422168886
927	0.6418615578
928	0.6412453484
929	0.6407027102
930	0.6402767776
931	0.6398067432
932	0.6393166074
933	0.6388184231
934	0.6384079058
935	0.6378301068
936	0.637415251
937	0.6366638667
938	0.6357429784
939	0.6353072947
940	0.6347992746
941	0.6340180558
942	0.6334882345
943	0.6329773748
944	0.6325130564
945	0.6317668599
946	0.6311913289
947	0.6305055357
948	0.6299800443
949	0.6294104577
950	0.6287918337
951	0.628050438
952	0.627481729
953	0.6268654866
954	0.6264342523
955	0.62576661
956	0.6255845346
957	0.6251239239
958	0.6244703831
959	0.624138759
960	0.6233374732
961	0.6228323361
962	0.6223511114
963	0.6220814027
964	0.6218307091
965	0.6212544863
966	0.6209578285
967	0.6206105824
968	0.6201385709
969	0.6194848627
970	0.6190254844
971	0.6183328978
972	0.617841415
973	0.6173047117
974	0.6170624478
975	0.6164765699
976	0.6161001429
977	0.6155818672
978	0.614936327
979	0.6144726014
980	0.6138519605
981	0.6133267959
982	0.6127071506
983	0.612035956
984	0.6111583252
985	0.6107685976
986	0.6101701691
987	0.6098027212
988	0.6092987163
989	0.6087843161
990	0.6083204795
991	0.6081770051
992	0.6077650573
993	0.6069113142
994	0.6061616355
995	0.6056022861
996	0.6051219831
997	0.6050377156
998	0.6048478392
999	0.6039740295
